english,hindi
patiyan,पत्तियां
hamin,हमीं
hameen,हमीं
hamiin,हमीं
hamein,हमीं
bahakana,बहकना
behekna,बहकना
behakna,बहकना
bahekna,बहकना
bahakanaa,बहकना
machalana,मचलना
machalna,मचलना
machalanaa,मचलना
machalnaa,मचलना
uthaakar,उठाकर
utakar,उठाकर
giraakar,गिराकर
girakar,गिराकर
gesuon,गेसुओं
saikadon,सैकड़ों
maikade,मैकदे
ziyaada,ज़ियादा
ziyaadaa,ज़ियादा
hothon,होठों
hoton,होठों
dilakhaana,दिलखाना
kharaab,खराब
kharab,खराब
zakhmon,ज़ख्मों
zakhmo,ज़ख्मों
jakhmon,ज़ख्मों
zakhmoon,ज़ख्मों
kinaro,किनारों
kinaaron,किनारों
bahaye,बहाए
bahaae,बहाए
bahaaye,बहाए
bhulaata,भुलाता
bharte,भरते
bechaini,बेचैनी
saanvariya,सांवरिया
saanvariyaa,सांवरिया
saanwariyaa,सांवरिया
kore,कोरे
khanakenge,खनकेंगे
kangana,कँगना
kanganaa,कँगना
kangna,कँगना
mashhuur,मश्हूर
khilayegi,खिलायेगी
khilaayegi,खिलायेगी
sajegi,सजेगी
khelega,खेलेगा
khelegaa,खेलेगा
chandaniya,चंदनिया
chandaniyaa,चंदनिया
gungunayegi,गुनगुनायेगी
miloonga,मिलूंगा
ansuni,अनसूनी
samjhat,समझत
samajhat,समझत
cheez,चीज
daaku,डाकू
daku,डाकू
sasura,ससुरा
barchaa,बरछा
chaaku,चाकू
jamaaya,जमाया
gaz,गज़
mann,मां
maa,मां
maan,मां
det,देत
titaliyo,तितलियो
machaana,मचाना
damak,दमक
darawaaye,डरवाये
pochhega,पोछेगा
bado,बदो
sunaavuun,सुनावूँ
andheri,अन्धेरी
manazuur,मनज़ूर
dilanashi,दिलनशी
dilnashi,दिलनशी
sadaayon,सदाओं
sadaaon,सदाओं
anguur,अंगूर
angoor,अंगूर
taabir,ताबीर
tabir,ताबीर
taabeer,ताबीर
tabeer,ताबीर
aagosh,आगोश
judi,जुड़ी
takadir,तकदीर
takadeer,तकदीर
takadiir,तकदीर
takdir,तकदीर
takdeer,तकदीर
taki,तकि
papihaa,पपिहा
papiha,पपिहा
priyaa,प्रिया
piyaa,प्रिया
priya,प्रिया
piriya,प्रिया
piya,प्रिया
barasuun,बरसूं
chhuta,छूटा
chuta,छूटा
chhutaa,छूटा
sharmaaye,शर्माये
sharab,शराब
gulaab,ग़ुलाब
parde,पर्दे
ilahabaadi,इलाहबादी
mahajabinon,महजबीनों
mahjabeenon,महजबीनों
chilman,चिल्मन
todunga,तोड़ूँगा
todoongaa,तोड़ूँगा
kisiko,किसीको
kisiiko,किसीको
muskurata,मुस्कुराता
muskurataa,मुस्कुराता
muskuraata,मुस्कुराता
muskuraataa,मुस्कुराता
satakar,सताकर
sarz,सर्ज़
gardishen,गर्दिशें
gardishein,गर्दिशें
chunaa,चुना
chuna,चुना
badalenge,बदलेंगे
badlenge,बदलेंगे
nagine,नगीने
kariidaar,ख़रीदार
kareedaar,ख़रीदार
karidaar,ख़रीदार
lalachaaii,ललचाई
lalchaayi,ललचाई
lalachaai,ललचाई
talabagaar,तलबगार
talabgaar,तलबगार
hasrat,हस्रत
goyaa,गोया
goya,गोया
sanvaare,संवारे
lete,लेटे
unhin,उन्हीं
unheen,उन्हीं
unhiin,उन्हीं
divan,दीवन
gaar,गार
diri,दीरी
chhipi,छिपी
haaron,हारों
gajaron,गजरों
chamakate,चमकते
chamakte,चमकते
damakate,दमकते
motiyaa,मोतिया
anjaani,अनजानी
anajaani,अनजानी
anjani,अनजानी
muskaau,मुसकाऊँ
musakaayuun,मुसकाऊँ
jharnon,झरनों
jharanon,झरनों
jhaalar,झालर
nargis,नर्गिस
shikaayat,शिकायत
shikayat,शिकायत
baraham,बरहम
dagamagaane,डगमगाने
dagmagane,डगमगाने
imtehaan,इम्तेहां
lutaunga,लुटाऊँगा
nibhaoonga,निभाऊँगा
nibhaauunga,निभाऊँगा
wafaon,वफ़ाओं
wafaaon,वफ़ाओं
vafaaon,वफ़ाओं
vafaawon,वफ़ाओं
masoor,मसूर
mizaaj,मिज़ाज
bandar,बन्दर
hilaay,हिलाय
dun,दुन
andhe,अंधे
besahaaron,बेसहारों
zarra,ज़र्रा
zarraa,ज़र्रा
zarraat,ज़र्रा
bigada,बिगड़ा
bigadaa,बिगड़ा
bigda,बिगड़ा
gareebon,ग़रीबों
gariibon,ग़रीबों
garibon,ग़रीबों
gharibon,ग़रीबों
mitaane,मिटाने
mitane,मिटाने
rachana,रचना
rachanaa,रचना
rachna,रचना
bure,बुरे
bureh,बुरे
kahalaate,कहलाते
kehlaate,कहलाते
hoge,होगे
hoga,होग
samundar,समुन्दर
shiqave,शिक़वे
siye,सिये
talaq,तलक़
qatara,क़तरा
qataraa,क़तरा
qatra,क़तरा
pina,पीना
peena,पीना
pinaa,पीना
piinaa,पीना
peenaa,पीना
khaali,ख़्हाली
churaauunga,चुराऊँगा
udaauunga,उड़ाऊँगा
basaaungi,बसाऊँगी
basaayuungi,बसाऊँगी
chhupaaungi,छुपाऊँगी
chupaungi,छुपाऊँगी
lamhen,लम्हें
naamuraad,नामुराद
chaaraagar,चारागर
deden,देदें
kehten,कहतें
kehte,कहतें
kadi,कड़ी
khadi,कड़ी
kadii,कड़ी
hindu,हिंदू
musalmaan,मुसलमान
musalamaan,मुसलमान
aagaah,आगाह
shekh,शेख
barahaaman,बरहामन
garajtaa,गरजता
garajataa,गरजता
jaataan,जाताँ
baraataan,बराताँ
matki,मटकी
raakho,राखो
pat,पट
lok,लोक
taj,तज
janak,जनक
janaka,जनक
dulaari,दुलारी
dulari,दुलारी
meera,मीरा
meeraa,मीरा
mira,मीरा
miiraa,मीरा
araj,अरज
tarange,तरंगे
chhukar,छुकर
lehrayi,लेहरायी
charcha,चर्चा
charchaa,चर्चा
waiz,वाइज़
vaayiz,वाइज़
ladaane,लड़ाने
ladane,लड़ाने
jhukaane,झुकाने
uthaane,उठाने
uthhaane,उठाने
utane,उठाने
utaarne,उठाने
utaarane,उठाने
taqaaza,तक़ाज़ा
taqaazaa,तक़ाज़ा
chamaki,चमकी
chamki,चमकी
chhin,छिन
sakaare,सकारे
anbar,अंबर
mein,मेइं
ghabaraanaa,घबराना
ghabrana,घबराना
ghabraanaa,घबराना
ghabaraana,घबराना
ghabarana,घबराना
gabrana,घबराना
inhi,इन्ही
alwida,अलविदा
alavida,अलविदा
alawida,अलविदा
alvida,अलविदा
janaab,जनाब
janab,जनाब
janaabe,जनाब
fisal,फ़िसल
sanbhaalanaa,संभालना
pagale,पगले
pagle,पगले
bahalaayen,बहलायें
bataaen,बताएं
bataaein,बताएं
bataayen,बताएं
sambhaalanaa,सम्भालना
pachhataana,पछताना
pachatana,पछताना
pachhtaanaa,पछताना
pachhataanaa,पछताना
dhaana,ढाना
dhana,ढाना
yehi,येही
yehii,येही
sarakar,सरकर
aasaar,आसार
hatati,हटती
bezaar,बेज़ार
dulha,दुल्हा
dulhaa,दुल्हा
shehanaai,शेहनाई
shehanaayi,शेहनाई
baithun,बैठूँ
paalanhaara,पालनहारा
paalanahaara,पालनहारा
kunvaara,कुँवारा
kunwara,कुँवारा
hasoon,हसूँ
hasun,हसूँ
sehare,सेहरे
sehre,सेहरे
chehare,सेहरे
todi,तोड़ी
todii,तोड़ी
gol,गोल
polam,पोलम
pol,पोल
ghera,घेरा
gheraa,घेरा
huqumat,हुक़ूमत
huquumat,हुक़ूमत
rupaiyya,रुपैय्य
kapda,कपड़ा
kapada,कपड़ा
kapadaa,कपड़ा
latta,लत्ता
lattaa,लत्ता
ghoda,घोड़ा
ghodaa,घोड़ा
goda,घोड़ा
parvardigaar,परवर्दिगार
paravardigaar,परवर्दिगार
foto,फ़ोतो
daanvaadol,डाँवाडोल
badlo,बदलो
badalo,बदलो
madeene,मदीने
muqaam,मुक़ाम
ilm,इल्म
uthaaiye,उठाइये
uthaiye,उठाइये
kali,कलि
ravaayaten,रवायतें
adab,अदब
shaahakaar,शाहकार
bulon,बुलबुलों
bulabulon,बुलबुलों
bulbulo,बुलबुलों
chah,चह
chahen,चहें
dilanashin,दिलनशीं
dilanashee,दिलनशीं
ujala,उजला
ujalaa,उजला
ujla,उजला
rikhshaavaala,रिक्शावाला
rikhshaala,रिक्शाला
taang,टाँग
chaloge,चलोगे
rishten,रिशतें
pahunchaae,पहुँचाए
dhul,धूल
uparavaala,उपरवाला
rotiyaan,रोटीयां
aakaal,आकाल
saalon,सालों
saalo,सालों
jukadi,झुकाई
jhukaai,झुकाई
tim,टिम
tima,टिम
birangi,बिरंगी
pariyaan,परियाँ
pariyan,परियाँ
jhulaaengi,झुलाएँगी
totaa,तोता
tota,तोता
mainaa,मैना
maina,मैना
sunaaengi,सुनाएँगी
paalaki,पालकी
palki,पालकी
paalki,पालकी
ruudaad,रूदाद
rudaad,रूदाद
roodaad,रूदाद
naakaamiyaan,नाकामियाँ
murajhaa,मुरझा
murajha,मुरझा
murjha,मुरझा
murjhaa,मुरझा
gayiin,गयीं
gayin,गयीं
rahunga,रहूँगा
rahoonga,रहूँगा
rahoongaa,रहूँगा
rahonga,रहूँगा
